shipment_id,donor_hospital,donor_lat,donor_lng,organ_type,export_time,recipient_hospital,recipient_lat,recipient_lng,transport_type
635,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,Heart,2026-02-12 19:52:46,"Sheba Medical Center (Tel Aviv, Israel)",32.0114,34.8548,ambulance
636,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,Heart,2026-02-12 18:28:46,"West China Hospital (Chengdu, China)",30.65,104.0656,flight
637,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,Lung,2026-02-13 06:57:46,Singapore General Hospital (Singapore),1.278,103.834,ambulance
638,"Royal Papworth Hospital (Cambridge, UK)",52.2053,0.1188,Heart,2026-02-13 17:56:46,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,helicopter
639,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,Liver,2026-02-13 23:13:46,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,helicopter
640,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,Kidney,2026-02-13 08:00:46,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,ambulance
641,Singapore General Hospital (Singapore),1.278,103.834,Heart,2026-02-13 22:36:46,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,flight
642,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,Heart,2026-02-13 16:35:46,"Royal Papworth Hospital (Cambridge, UK)",52.2053,0.1188,helicopter
643,"Royal Papworth Hospital (Cambridge, UK)",52.2053,0.1188,Lung,2026-02-13 07:07:46,"West China Hospital (Chengdu, China)",30.65,104.0656,ambulance
644,"The Nairobi Hospital (Nairobi, Kenya)",-1.2961,36.8047,Kidney,2026-02-12 14:56:46,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,flight
645,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,Heart,2026-02-13 08:33:46,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,ambulance
646,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,Heart,2026-02-13 17:30:46,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,helicopter
647,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,Lung,2026-02-12 19:49:46,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,helicopter
648,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,Heart,2026-02-13 08:17:46,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,flight
649,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,Liver,2026-02-12 23:52:46,"Gambat Liver Transplant Center (Sindh, Pakistan)",27.7247,68.815,helicopter
650,"Sheba Medical Center (Tel Aviv, Israel)",32.0114,34.8548,Heart,2026-02-14 05:30:46,"West China Hospital (Chengdu, China)",30.65,104.0656,ambulance
651,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,Liver,2026-02-13 14:38:46,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,flight
652,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,Kidney,2026-02-13 03:34:46,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,helicopter
653,"Royal Papworth Hospital (Cambridge, UK)",52.2053,0.1188,Heart,2026-02-13 09:15:46,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,ambulance
654,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,Liver,2026-02-13 00:19:46,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,flight
655,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,Heart,2026-02-12 20:56:46,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,flight
656,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,Kidney,2026-02-13 09:11:46,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,helicopter
657,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,Lung,2026-02-12 23:03:46,"Royal Papworth Hospital (Cambridge, UK)",52.2053,0.1188,ambulance
658,"West China Hospital (Chengdu, China)",30.65,104.0656,Heart,2026-02-13 01:28:46,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,helicopter
659,"West China Hospital (Chengdu, China)",30.65,104.0656,Liver,2026-02-12 17:26:46,Singapore General Hospital (Singapore),1.278,103.834,ambulance
660,"Royal Papworth Hospital (Cambridge, UK)",52.2053,0.1188,Lung,2026-02-13 03:56:46,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,helicopter
661,"West China Hospital (Chengdu, China)",30.65,104.0656,Lung,2026-02-13 12:56:46,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,flight
662,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,Lung,2026-02-13 11:18:46,"West China Hospital (Chengdu, China)",30.65,104.0656,ambulance
663,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,Kidney,2026-02-14 07:27:46,"West China Hospital (Chengdu, China)",30.65,104.0656,flight
664,"The Nairobi Hospital (Nairobi, Kenya)",-1.2961,36.8047,Liver,2026-02-14 01:38:46,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,ambulance
665,"Royal Papworth Hospital (Cambridge, UK)",52.2053,0.1188,Lung,2026-02-12 22:20:46,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,ambulance
666,"Gambat Liver Transplant Center (Sindh, Pakistan)",27.7247,68.815,Liver,2026-02-12 15:04:46,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,flight
667,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,Kidney,2026-02-14 10:01:46,Singapore General Hospital (Singapore),1.278,103.834,ambulance
668,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,Kidney,2026-02-13 16:52:46,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,flight
669,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,Liver,2026-02-13 05:27:46,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,flight
670,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,Lung,2026-02-12 13:20:46,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,helicopter
671,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,Lung,2026-02-14 01:03:46,"West China Hospital (Chengdu, China)",30.65,104.0656,flight
672,"West China Hospital (Chengdu, China)",30.65,104.0656,Liver,2026-02-14 05:45:46,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,flight
673,Singapore General Hospital (Singapore),1.278,103.834,Lung,2026-02-12 21:28:46,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,ambulance
674,"Sheba Medical Center (Tel Aviv, Israel)",32.0114,34.8548,Liver,2026-02-13 09:47:46,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,helicopter
675,Singapore General Hospital (Singapore),1.278,103.834,Lung,2026-02-14 10:04:46,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,helicopter
676,"Sheba Medical Center (Tel Aviv, Israel)",32.0114,34.8548,Heart,2026-02-13 17:38:46,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,flight
677,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,Liver,2026-02-13 05:24:46,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,flight
678,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,Kidney,2026-02-14 08:03:46,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,ambulance
679,"Royal Papworth Hospital (Cambridge, UK)",52.2053,0.1188,Heart,2026-02-13 15:30:46,"Sheba Medical Center (Tel Aviv, Israel)",32.0114,34.8548,ambulance
680,"Gambat Liver Transplant Center (Sindh, Pakistan)",27.7247,68.815,Kidney,2026-02-13 03:55:46,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,ambulance
681,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,Kidney,2026-02-13 18:56:46,"West China Hospital (Chengdu, China)",30.65,104.0656,helicopter
682,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,Kidney,2026-02-13 08:14:46,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,ambulance
683,"Royal Papworth Hospital (Cambridge, UK)",52.2053,0.1188,Lung,2026-02-13 02:52:46,Singapore General Hospital (Singapore),1.278,103.834,helicopter
684,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,Heart,2026-02-14 03:55:46,Singapore General Hospital (Singapore),1.278,103.834,ambulance
685,"The Nairobi Hospital (Nairobi, Kenya)",-1.2961,36.8047,Kidney,2026-02-12 11:26:46,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,ambulance
686,"The Nairobi Hospital (Nairobi, Kenya)",-1.2961,36.8047,Kidney,2026-02-13 04:56:46,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,flight
687,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,Kidney,2026-02-13 09:51:46,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,ambulance
688,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,Liver,2026-02-12 15:44:46,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,ambulance
689,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,Liver,2026-02-13 19:27:46,Singapore General Hospital (Singapore),1.278,103.834,flight
690,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,Lung,2026-02-13 17:34:46,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,flight
691,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,Lung,2026-02-13 11:43:46,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,helicopter
692,Singapore General Hospital (Singapore),1.278,103.834,Liver,2026-02-13 08:53:46,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,flight
693,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,Lung,2026-02-13 18:50:46,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,ambulance
694,"Gambat Liver Transplant Center (Sindh, Pakistan)",27.7247,68.815,Kidney,2026-02-13 00:02:46,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,helicopter
695,"Gambat Liver Transplant Center (Sindh, Pakistan)",27.7247,68.815,Kidney,2026-02-13 08:44:46,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,helicopter
696,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,Liver,2026-02-13 03:38:46,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,ambulance
697,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,Kidney,2026-02-13 22:31:46,"West China Hospital (Chengdu, China)",30.65,104.0656,flight
698,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,Heart,2026-02-13 01:04:46,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,helicopter
699,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,Kidney,2026-02-14 06:45:46,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,helicopter
700,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,Kidney,2026-02-13 22:54:46,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,flight
701,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,Kidney,2026-02-14 00:54:46,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,flight
702,"Gambat Liver Transplant Center (Sindh, Pakistan)",27.7247,68.815,Liver,2026-02-12 13:47:46,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,flight
703,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,Kidney,2026-02-13 02:25:46,Singapore General Hospital (Singapore),1.278,103.834,helicopter
704,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,Lung,2026-02-12 17:12:46,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,ambulance
705,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,Heart,2026-02-14 11:07:46,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,ambulance
706,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,Lung,2026-02-13 17:09:46,Singapore General Hospital (Singapore),1.278,103.834,helicopter
707,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,Heart,2026-02-12 20:59:46,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,helicopter
708,"West China Hospital (Chengdu, China)",30.65,104.0656,Kidney,2026-02-14 00:21:46,Singapore General Hospital (Singapore),1.278,103.834,flight
709,"Gambat Liver Transplant Center (Sindh, Pakistan)",27.7247,68.815,Kidney,2026-02-13 16:14:46,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,ambulance
710,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,Liver,2026-02-13 21:51:46,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,helicopter
711,Singapore General Hospital (Singapore),1.278,103.834,Liver,2026-02-13 02:08:46,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,ambulance
712,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,Kidney,2026-02-12 14:02:46,"West China Hospital (Chengdu, China)",30.65,104.0656,ambulance
713,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,Kidney,2026-02-13 12:54:46,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,flight
714,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,Kidney,2026-02-13 20:17:46,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,flight
715,"Royal Papworth Hospital (Cambridge, UK)",52.2053,0.1188,Heart,2026-02-12 18:43:46,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,ambulance
716,"West China Hospital (Chengdu, China)",30.65,104.0656,Liver,2026-02-13 01:00:46,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,ambulance
717,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,Lung,2026-02-13 09:20:46,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,ambulance
718,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,Liver,2026-02-13 17:37:46,"Gambat Liver Transplant Center (Sindh, Pakistan)",27.7247,68.815,helicopter
719,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,Lung,2026-02-13 21:59:46,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,helicopter
720,Singapore General Hospital (Singapore),1.278,103.834,Lung,2026-02-13 00:21:46,"West China Hospital (Chengdu, China)",30.65,104.0656,helicopter
721,"Royal Papworth Hospital (Cambridge, UK)",52.2053,0.1188,Heart,2026-02-13 13:38:46,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,flight
722,"Royal Papworth Hospital (Cambridge, UK)",52.2053,0.1188,Lung,2026-02-12 16:13:46,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,ambulance
723,"The Nairobi Hospital (Nairobi, Kenya)",-1.2961,36.8047,Liver,2026-02-13 02:59:46,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,helicopter
724,Singapore General Hospital (Singapore),1.278,103.834,Kidney,2026-02-14 09:19:46,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,ambulance
725,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,Heart,2026-02-14 00:44:46,Singapore General Hospital (Singapore),1.278,103.834,flight
726,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,Heart,2026-02-13 10:54:46,"West China Hospital (Chengdu, China)",30.65,104.0656,flight
727,"Sheba Medical Center (Tel Aviv, Israel)",32.0114,34.8548,Heart,2026-02-14 04:32:46,"Royal Papworth Hospital (Cambridge, UK)",52.2053,0.1188,flight
728,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,Liver,2026-02-13 05:41:46,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,flight
729,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,Heart,2026-02-13 11:59:46,"Royal Papworth Hospital (Cambridge, UK)",52.2053,0.1188,ambulance
730,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,Liver,2026-02-12 23:49:46,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,helicopter
731,"Royal Papworth Hospital (Cambridge, UK)",52.2053,0.1188,Heart,2026-02-13 06:24:46,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,helicopter
732,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,Kidney,2026-02-14 08:22:46,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,helicopter
733,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,Heart,2026-02-13 12:08:46,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,ambulance
734,"West China Hospital (Chengdu, China)",30.65,104.0656,Lung,2026-02-12 17:20:46,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,flight
735,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,Lung,2026-02-12 15:46:46,"West China Hospital (Chengdu, China)",30.65,104.0656,helicopter
736,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,Kidney,2026-02-13 12:44:46,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,flight
737,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,Lung,2026-02-13 19:21:46,"West China Hospital (Chengdu, China)",30.65,104.0656,flight
738,"Royal Papworth Hospital (Cambridge, UK)",52.2053,0.1188,Heart,2026-02-12 11:33:46,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,ambulance
739,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,Lung,2026-02-12 20:48:46,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,flight
740,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,Lung,2026-02-12 21:55:46,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,flight
741,"West China Hospital (Chengdu, China)",30.65,104.0656,Heart,2026-02-14 05:44:46,"Sheba Medical Center (Tel Aviv, Israel)",32.0114,34.8548,flight
742,Singapore General Hospital (Singapore),1.278,103.834,Kidney,2026-02-14 02:56:46,"West China Hospital (Chengdu, China)",30.65,104.0656,ambulance
743,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,Kidney,2026-02-12 23:36:46,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,ambulance
744,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,Liver,2026-02-12 18:03:46,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,flight
745,"West China Hospital (Chengdu, China)",30.65,104.0656,Liver,2026-02-13 09:20:46,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,ambulance
746,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,Kidney,2026-02-14 03:12:46,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,ambulance
747,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,Lung,2026-02-13 08:25:46,Singapore General Hospital (Singapore),1.278,103.834,helicopter
748,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,Kidney,2026-02-12 11:51:46,"West China Hospital (Chengdu, China)",30.65,104.0656,ambulance
749,"West China Hospital (Chengdu, China)",30.65,104.0656,Heart,2026-02-14 05:58:46,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,flight
750,Singapore General Hospital (Singapore),1.278,103.834,Lung,2026-02-13 09:45:46,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,flight
751,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,Lung,2026-02-14 08:51:46,Singapore General Hospital (Singapore),1.278,103.834,ambulance
752,"Gambat Liver Transplant Center (Sindh, Pakistan)",27.7247,68.815,Liver,2026-02-13 01:21:46,"Sheba Medical Center (Tel Aviv, Israel)",32.0114,34.8548,ambulance
753,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,Liver,2026-02-12 11:16:46,"West China Hospital (Chengdu, China)",30.65,104.0656,helicopter
754,"The Nairobi Hospital (Nairobi, Kenya)",-1.2961,36.8047,Liver,2026-02-14 06:34:46,"Sheba Medical Center (Tel Aviv, Israel)",32.0114,34.8548,flight
755,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,Kidney,2026-02-14 11:26:46,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,ambulance
756,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,Kidney,2026-02-13 10:29:46,"The Nairobi Hospital (Nairobi, Kenya)",-1.2961,36.8047,ambulance
757,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,Kidney,2026-02-13 20:02:46,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,helicopter
758,"Sheba Medical Center (Tel Aviv, Israel)",32.0114,34.8548,Kidney,2026-02-13 09:18:46,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,helicopter
759,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,Lung,2026-02-12 15:01:46,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,flight
760,Singapore General Hospital (Singapore),1.278,103.834,Liver,2026-02-12 11:15:46,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,ambulance
761,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,Liver,2026-02-12 11:56:46,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,ambulance
762,"Gambat Liver Transplant Center (Sindh, Pakistan)",27.7247,68.815,Kidney,2026-02-12 23:05:46,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,ambulance
763,Singapore General Hospital (Singapore),1.278,103.834,Lung,2026-02-13 05:50:46,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,helicopter
764,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,Heart,2026-02-13 12:21:46,"West China Hospital (Chengdu, China)",30.65,104.0656,flight
765,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,Heart,2026-02-14 06:12:46,"West China Hospital (Chengdu, China)",30.65,104.0656,helicopter
766,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,Kidney,2026-02-12 14:20:46,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,flight
767,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,Lung,2026-02-12 16:36:46,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,ambulance
768,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,Kidney,2026-02-13 11:29:46,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,helicopter
769,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,Lung,2026-02-13 07:56:46,Singapore General Hospital (Singapore),1.278,103.834,flight
770,"Gambat Liver Transplant Center (Sindh, Pakistan)",27.7247,68.815,Liver,2026-02-12 22:55:46,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,flight
771,"West China Hospital (Chengdu, China)",30.65,104.0656,Liver,2026-02-13 22:50:46,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,helicopter
772,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,Liver,2026-02-12 23:35:46,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,flight
773,"Sheba Medical Center (Tel Aviv, Israel)",32.0114,34.8548,Heart,2026-02-14 07:47:46,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,ambulance
774,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,Liver,2026-02-13 20:55:46,"Gambat Liver Transplant Center (Sindh, Pakistan)",27.7247,68.815,ambulance
775,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,Kidney,2026-02-14 10:37:46,"Gambat Liver Transplant Center (Sindh, Pakistan)",27.7247,68.815,ambulance
776,"Gambat Liver Transplant Center (Sindh, Pakistan)",27.7247,68.815,Kidney,2026-02-12 13:19:46,Singapore General Hospital (Singapore),1.278,103.834,flight
777,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,Heart,2026-02-13 09:13:46,"Royal Papworth Hospital (Cambridge, UK)",52.2053,0.1188,ambulance
778,"West China Hospital (Chengdu, China)",30.65,104.0656,Lung,2026-02-14 06:02:46,Singapore General Hospital (Singapore),1.278,103.834,flight
779,Singapore General Hospital (Singapore),1.278,103.834,Heart,2026-02-14 01:10:46,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,ambulance
780,"Sheba Medical Center (Tel Aviv, Israel)",32.0114,34.8548,Kidney,2026-02-12 21:18:46,"West China Hospital (Chengdu, China)",30.65,104.0656,helicopter
781,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,Heart,2026-02-12 17:19:46,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,helicopter
782,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,Kidney,2026-02-14 08:27:46,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,ambulance
783,"The Nairobi Hospital (Nairobi, Kenya)",-1.2961,36.8047,Liver,2026-02-13 17:28:46,"Gambat Liver Transplant Center (Sindh, Pakistan)",27.7247,68.815,ambulance
784,"Sheba Medical Center (Tel Aviv, Israel)",32.0114,34.8548,Liver,2026-02-14 06:45:46,Singapore General Hospital (Singapore),1.278,103.834,helicopter
785,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,Heart,2026-02-12 15:19:46,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,helicopter
786,"Gambat Liver Transplant Center (Sindh, Pakistan)",27.7247,68.815,Liver,2026-02-14 04:28:46,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,ambulance
787,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,Liver,2026-02-12 23:15:46,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,flight
788,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,Liver,2026-02-12 17:42:46,"Sheba Medical Center (Tel Aviv, Israel)",32.0114,34.8548,ambulance
789,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,Heart,2026-02-13 03:52:46,"Royal Papworth Hospital (Cambridge, UK)",52.2053,0.1188,ambulance
790,Singapore General Hospital (Singapore),1.278,103.834,Kidney,2026-02-13 05:22:46,"Gambat Liver Transplant Center (Sindh, Pakistan)",27.7247,68.815,ambulance
791,"West China Hospital (Chengdu, China)",30.65,104.0656,Kidney,2026-02-13 11:31:46,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,flight
792,"Gambat Liver Transplant Center (Sindh, Pakistan)",27.7247,68.815,Kidney,2026-02-12 15:06:46,Singapore General Hospital (Singapore),1.278,103.834,ambulance
793,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,Liver,2026-02-14 06:49:46,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,ambulance
794,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,Heart,2026-02-13 10:28:46,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,flight
